machine,ftype,feature,group,n,median_sdr,q25,q75,frac_detectable,healthy_false_alarm,median_delta
SCIG,WINDINGS,Iq_2fe,dq / control,108,20.595893779254,5.346248367779472,56.334468347303854,0.8796296296296297,0.2222222222222222,1.2540480077809224
SCIG,WINDINGS,Id_1fe,dq / control,108,0.34101317823349686,0.13026531305654832,0.5615178063415942,0.09259259259259259,0.1111111111111111,-0.011107651418422486
SCIG,WINDINGS,Iq_1fe,dq / control,108,0.45201791119172446,0.19257197143467228,0.9752145510641408,0.2222222222222222,0.0,-0.009836096773790685
SCIG,WINDINGS,Id_std,dq / control,108,2.4551073756534834,0.5154177678980356,11.835439546412928,0.6574074074074074,0.0,0.31168806986682823
SCIG,WINDINGS,Iq_std,dq / control,108,4.1313519722452074,0.7971534778514588,33.29159622391243,0.6574074074074074,0.0,0.10289878275354666
SCIG,WINDINGS,Vd_2fe,dq / control,108,37.39801608608114,11.489556809116525,133.33521522684438,1.0,0.0,1.6111472559122118
SCIG,WINDINGS,Vq_2fe,dq / control,108,22.98999416839955,6.914887949331231,79.72855493591891,0.8796296296296297,0.1111111111111111,1.4050772104147715
SCIG,WINDINGS,Vdconv_2fe,dq / control,108,57.30183737844557,17.466834101314586,202.5158395852776,1.0,0.1111111111111111,1.1416685700956435
SCIG,WINDINGS,Vqconv_2fe,dq / control,108,29.721068864898093,10.115103468992448,83.10045755889568,0.9444444444444444,0.2222222222222222,1.122713273164023
SCIG,WINDINGS,D2_D1,dq / control,108,50.72915469145092,18.20880643161871,189.01932034424757,1.0,0.3333333333333333,0.8414178594964274
SCIG,WINDINGS,V2_V1,dq / control,108,40.67333782543278,14.064005791211263,168.80358333827013,1.0,0.2222222222222222,1.5000011612992203
SCIG,WINDINGS,Te_2fe,mechanical,108,0.4183802891440582,0.17399908529090524,0.6800985183220585,0.1388888888888889,0.0,0.006695414222575985
SCIG,WINDINGS,Te_1fe,mechanical,108,0.3614576294204942,0.20111764669289864,0.6859136136582151,0.14814814814814814,0.0,-3.549936645300979e-05
SCIG,WINDINGS,Te_std,mechanical,108,0.596041821522652,0.3046544283645012,1.2655876936827994,0.3333333333333333,0.0,0.1529520442816133
